720,234667,720,135680,79786
720,58453,720,28160,51626
720,101548,720,37973,89173
720,61440,720,24319,35413
720,46933,720,21334,50773
720,80213,720,26880,47361
720,80640,720,45653,55467
720,63146,720,21333,68267
720,113920,720,22613,57600
720,78933,720,17067,63146
720,215894,720,98133,71253
720,55467,720,26879,43947
720,59307,720,23466,44373
720,51628,720,22613,39680
720,98987,720,41386,79360
720,75947,720,21760,51201
720,67840,720,21760,43520
720,52054,720,37120,94293
720,65281,720,25600,112640
720,131413,720,36693,66988
720,147199,720,69547,46933
720,62293,720,27733,43093
720,106240,720,65706,496214
720,49493,720,20053,76800
720,131841,720,41387,74667
720,59307,720,17068,33280
720,57173,720,31573,41387
720,53333,720,21334,125013
720,61013,720,18346,65280
720,140800,720,27733,65280
720,209493,720,154881,74240
720,89600,720,43946,64427
720,128854,720,34986,66560
720,55467,720,23467,40960
720,77227,720,36266,91733
720,168533,720,86614,96853
720,92160,720,26027,68267
720,44800,720,14933,62293
720,55466,720,14933,32000
720,72106,720,14506,104534
720,148053,720,76374,72960
720,93013,720,42666,136106
720,128001,720,29013,76800
720,50774,720,20906,49920
720,71253,720,21760,69547
720,51199,720,21333,35840
720,182188,720,50773,81066
720,47786,720,23893,62720
720,64001,720,27733,98133
720,118614,720,26027,98134
720,141227,720,139093,81067
720,58454,720,26880,47360
720,86187,720,35414,75947
720,89600,720,37120,70400
720,134828,720,43520,89600
720,89173,720,23893,44373
720,61868,720,33280,47359
720,84480,720,126720,118187
720,47786,720,24321,80213
720,77227,720,14934,48640
720,206080,720,98134,55040
720,75093,720,29440,46507
720,58453,720,23040,44373
720,78933,720,30293,61440
720,78507,720,88746,107093
720,69120,720,20480,40533
720,99414,720,58454,101547
720,47787,720,16213,69547
720,42667,720,14506,48213
720,137813,720,17493,49920
720,215040,720,182613,73814
720,92161,720,49920,61441
720,67413,720,31147,60587
720,63146,720,22614,56321
720,88747,720,87040,90880
720,170667,720,36693,69974
720,101547,720,61440,68694
720,74666,720,32000,214187
720,52481,720,16214,61440
720,137386,720,27733,78934
720,221866,720,98560,69973
720,84055,720,43093,80213
720,58880,720,23893,58026
720,43521,720,22613,38827
720,53333,720,23893,93440
720,68267,720,20907,40107
720,72960,720,53333,64427
720,49494,720,17920,73386
720,58454,720,18773,60587
720,79360,720,14933,131840
720,212907,720,119893,75094
720,85760,720,41813,66560
720,75520,720,25173,43947
720,74240,720,23041,46507
720,75093,720,35414,157014
720,49495,720,17493,36266
720,68266,720,21760,53760
720,47788,720,17493,72107
720,45227,720,15787,52053
720,91307,720,34134,94293
